2.51	7.900
7.52	7.900
12.53	7.899
17.54	7.899
22.55	7.899
27.56	7.899
32.58	7.899
37.59	7.899
42.60	7.899
47.61	7.899
52.62	7.899
57.63	7.899
62.65	7.689
67.66	7.694
72.67	7.698
77.68	7.700
82.69	7.701
87.70	7.702
92.72	7.703
97.73	7.703
102.74	7.704
107.75	7.703
112.76	7.703
117.77	7.704
122.78	7.703
127.80	7.703
132.81	7.703
137.82	7.702
142.83	7.702
147.84	7.702
152.85	7.701
157.86	7.701
162.88	7.701
167.89	7.701
172.90	7.700
177.91	7.700
182.92	7.699
187.93	7.699
192.95	7.699
197.96	7.698
202.97	7.698
207.98	7.697
212.99	7.697
218.00	7.697
223.01	7.697
228.03	7.696
233.04	7.696
238.05	7.696
243.06	7.696
248.07	7.695
253.08	7.695
258.10	7.694
263.11	7.694
268.12	7.694
273.13	7.694
278.14	7.693
283.15	7.693
288.17	7.693
293.18	7.692
298.19	7.692
303.20	7.692
308.21	7.692
313.22	7.691
318.23	7.691
323.25	7.690
328.26	7.690
333.27	7.690
338.28	7.690
343.29	7.690
348.30	7.689
353.32	7.689
358.33	7.689
363.34	7.689
368.35	7.689
373.36	7.688
378.37	7.688
383.38	7.688
388.40	7.688
393.41	7.688
398.42	7.687
403.43	7.687
408.44	7.687
413.45	7.687
418.47	7.686
423.48	7.686
428.49	7.686
433.50	7.686
438.51	7.686
443.52	7.685
448.54	7.685
453.55	7.685
458.56	7.685
463.57	7.684
468.58	7.684
473.59	7.684
478.61	7.684
483.62	7.684
488.63	7.683
493.64	7.683
498.65	7.683
503.66	7.682
508.67	7.682
513.69	7.682
518.70	7.682
523.71	7.681
528.72	7.681
533.73	7.681
538.75	7.681
543.76	7.680
548.78	7.680
553.79	7.680
558.81	7.680
563.82	7.680
568.84	7.679
573.85	7.679
578.86	7.679
583.88	7.678
588.89	7.678
593.91	7.678
598.92	7.678
603.94	7.677
608.95	7.677
613.96	7.677
618.97	7.676
623.98	7.676
628.99	7.676
634.00	7.676
639.02	7.676
644.03	7.676
649.04	7.675
654.05	7.675
659.06	7.675
664.07	7.675
669.09	7.674
674.10	7.674
679.12	7.674
684.13	7.673
689.14	7.673
694.16	7.673
699.17	7.673
704.19	7.673
709.20	7.672
714.21	7.672
719.22	7.672
724.23	7.672
729.25	7.672
734.26	7.671
739.27	7.671
744.28	7.671
749.29	7.671
754.31	7.671
759.33	7.670
764.34	7.670
769.35	7.670
774.37	7.670
779.38	7.670
784.39	7.670
789.41	7.669
794.42	7.669
799.43	7.669
804.44	7.668
809.45	7.668
814.46	7.668
819.48	7.668
824.49	7.668
829.50	7.667
834.52	7.667
839.53	7.667
844.54	7.667
849.55	7.666
854.56	7.666
859.57	7.666
864.59	7.666
869.60	7.665
874.61	7.665
879.62	7.665
884.63	7.665
889.64	7.664
894.65	7.664
899.67	7.664
904.68	7.664
909.69	7.664
914.70	7.664
919.71	7.663
924.73	7.663
929.74	7.663
934.75	7.662
939.76	7.662
944.77	7.662
949.78	7.662
954.79	7.662
959.81	7.662
964.82	7.661
969.83	7.661
974.84	7.661
979.85	7.661
984.86	7.661
989.88	7.661
994.89	7.660
999.90	7.660
1004.91	7.660
1009.92	7.660
1014.93	7.659
1019.95	7.659
1024.96	7.659
1029.97	7.658
1034.98	7.658
1039.99	7.658
1045.00	7.658
1050.01	7.658
1055.03	7.658
1060.04	7.657
1065.05	7.657
1070.06	7.657
1075.07	7.657
1080.08	7.657
1085.10	7.656
1090.11	7.656
1095.12	7.656
1100.13	7.656
1105.14	7.655
1110.15	7.655
1115.17	7.655
1120.18	7.655
1125.19	7.655
1130.20	7.655
1135.21	7.654
1140.22	7.654
1145.23	7.654
1150.25	7.653
1155.26	7.653
1160.27	7.653
1165.28	7.653
1170.29	7.653
1175.30	7.652
1180.32	7.652
1185.33	7.652
1190.34	7.652
1195.35	7.651
1200.36	7.651
1205.37	7.651
1210.39	7.651
1215.40	7.651
1220.41	7.650
1225.42	7.650
1230.43	7.650
1235.44	7.650
1240.45	7.650
1245.47	7.649
1250.48	7.649
1255.49	7.649
1260.50	7.649
1265.51	7.649
1270.52	7.648
1275.54	7.648
1280.55	7.648
1285.56	7.648
1290.57	7.647
1295.58	7.647
1300.59	7.647
1305.61	7.647
1310.62	7.647
1315.63	7.646
1320.64	7.646
1325.65	7.646
1330.66	7.646
1335.67	7.645
1340.69	7.645
1345.70	7.645
1350.71	7.645
1355.72	7.645
1360.73	7.645
1365.74	7.644
1370.76	7.644
1375.77	7.644
1380.78	7.643
1385.79	7.643
1390.80	7.643
1395.81	7.643
1400.83	7.643
1405.84	7.643
1410.85	7.642
1415.86	7.642
1420.87	7.642
1425.88	7.642
1430.89	7.641
1435.91	7.641
1440.92	7.641
1445.93	7.641
1450.94	7.640
1455.95	7.640
1460.96	7.640
1465.98	7.640
1470.99	7.639
1476.00	7.639
1481.01	7.639
1486.02	7.639
1491.03	7.639
1496.05	7.639
1501.06	7.638
1506.07	7.638
1511.08	7.638
1516.09	7.638
1521.10	7.638
1526.12	7.637
1531.13	7.637
1536.14	7.637
1541.15	7.637
1546.16	7.637
1551.18	7.636
1556.19	7.636
1561.20	7.636
1566.22	7.636
1571.23	7.635
1576.24	7.636
1581.25	7.635
1586.27	7.635
1591.28	7.635
1596.30	7.635
1601.31	7.634
1606.32	7.634
1611.33	7.634
1616.35	7.634
1621.37	7.633
1626.38	7.633
1631.40	7.633
1636.41	7.633
1641.42	7.633
1646.43	7.632
1651.44	7.632
1656.46	7.632
1661.47	7.632
1666.48	7.631
1671.49	7.631
1676.51	7.631
1681.53	7.631
1686.54	7.631
1691.55	7.631
1696.57	7.630
1701.58	7.630
1706.59	7.630
1711.60	7.630
1716.62	7.629
1721.63	7.629
1726.64	7.629
1731.65	7.629
1736.67	7.629
1741.68	7.628
1746.69	7.628
1751.71	7.628
1756.72	7.628
1761.73	7.627
1766.74	7.627
1771.75	7.627
1776.77	7.627
1781.78	7.627
1786.79	7.626
1791.80	7.626
1796.81	7.626
1801.82	7.626
1806.84	7.625
1811.85	7.625
1816.86	7.625
1821.87	7.625
1826.88	7.625
1831.89	7.625
1836.91	7.624
1841.92	7.624
1846.93	7.624
1851.94	7.624
1856.95	7.624
1861.96	7.623
1866.97	7.623
1871.98	7.623
1877.00	7.623
1882.01	7.623
1887.02	7.622
1892.03	7.622
1897.04	7.622
1902.05	7.622
1907.07	7.621
1912.08	7.621
1917.09	7.621
1922.10	7.621
1927.11	7.621
1932.12	7.620
1937.14	7.620
1942.15	7.620
1947.16	7.620
1952.17	7.620
1957.18	7.620
1962.19	7.619
1967.21	7.619
1972.22	7.619
1977.23	7.619
1982.24	7.618
1987.25	7.618
1992.26	7.618
1997.27	7.618
2002.29	7.618
2007.30	7.617
2012.31	7.617
2017.32	7.617
2022.33	7.617
2027.34	7.617
2032.36	7.617
2037.37	7.616
2042.38	7.616
2047.39	7.616
2052.40	7.616
2057.41	7.615
2062.43	7.615
2067.44	7.615
2072.45	7.615
2077.46	7.615
2082.47	7.614
2087.48	7.614
2092.49	7.614
2097.51	7.614
2102.52	7.614
2107.53	7.614
2112.55	7.613
2117.56	7.613
2122.58	7.613
2127.59	7.613
2132.60	7.612
2137.62	7.612
2142.63	7.612
2147.64	7.612
2152.65	7.611
2157.66	7.611
2162.67	7.611
2167.69	7.611
2172.70	7.611
2177.71	7.611
2182.72	7.610
2187.73	7.610
2192.74	7.610
2197.75	7.610
2202.77	7.610
2207.78	7.610
2212.79	7.609
2217.80	7.609
2222.81	7.609
2227.82	7.609
2232.84	7.609
2237.85	7.608
2242.86	7.608
2247.87	7.608
2252.88	7.608
2257.89	7.607
2262.91	7.607
2267.92	7.607
2272.93	7.607
2277.94	7.607
2282.95	7.607
2287.96	7.606
2292.98	7.606
2297.99	7.606
2303.00	7.606
2308.01	7.606
2313.02	7.606
2318.03	7.605
2323.04	7.605
2328.06	7.605
2333.07	7.605
2338.08	7.604
2343.09	7.604
2348.10	7.604
2353.11	7.604
2358.13	7.604
2363.14	7.603
2368.15	7.603
2373.16	7.603
2378.17	7.602
2383.18	7.602
2388.20	7.602
2393.21	7.602
2398.22	7.602
2403.23	7.602
2408.24	7.601
2413.25	7.601
2418.26	7.601
2423.28	7.601
2428.29	7.601
2433.30	7.600
2438.31	7.600
2443.32	7.600
2448.33	7.600
2453.35	7.600
2458.36	7.600
2463.37	7.599
2468.38	7.599
2473.39	7.599
2478.40	7.599
2483.42	7.599
2488.43	7.598
2493.45	7.598
2498.46	7.598
2503.47	7.598
2508.49	7.598
2513.50	7.597
2518.52	7.597
2523.53	7.597
2528.55	7.597
2533.56	7.596
2538.57	7.596
2543.59	7.596
2548.60	7.596
2553.61	7.596
2558.62	7.596
2563.64	7.596
2568.65	7.595
2573.66	7.595
2578.67	7.595
2583.68	7.594
2588.70	7.594
2593.71	7.594
2598.72	7.594
2603.74	7.594
2608.75	7.594
2613.77	7.593
2618.78	7.593
2623.79	7.593
2628.81	7.592
2633.82	7.592
2638.84	7.592
2643.85	7.592
2648.86	7.592
2653.87	7.592
2658.88	7.591
2663.89	7.591
2668.91	7.591
2673.92	7.591
2678.93	7.591
2683.94	7.591
2688.95	7.590
2693.96	7.590
2698.98	7.590
2703.99	7.590
2709.00	7.590
2714.01	7.589
2719.02	7.589
2724.03	7.589
2729.04	7.589
2734.06	7.589
2739.07	7.588
2744.08	7.588
2749.09	7.588
2754.10	7.588
2759.11	7.587
2764.13	7.587
2769.14	7.587
2774.15	7.587
2779.16	7.586
2784.17	7.586
2789.18	7.586
2794.19	7.586
2799.21	7.586
2804.22	7.585
2809.23	7.586
2814.24	7.585
2819.25	7.585
2824.26	7.585
2829.28	7.584
2834.29	7.584
2839.30	7.584
2844.31	7.584
2849.32	7.584
2854.33	7.583
2859.35	7.583
2864.36	7.583
2869.37	7.583
2874.38	7.583
2879.39	7.583
2884.40	7.582
2889.42	7.582
2894.43	7.582
2899.44	7.582
2904.45	7.582
2909.46	7.581
2914.47	7.581
2919.49	7.581
2924.50	7.581
2929.51	7.580
2934.52	7.580
2939.53	7.580
2944.54	7.580
2949.56	7.579
2954.57	7.579
2959.58	7.579
2964.59	7.579
2969.60	7.579
2974.61	7.578
2979.62	7.578
2984.64	7.578
2989.65	7.578
2994.66	7.578
2999.67	7.577
3004.68	7.577
3009.69	7.577
3014.71	7.577
3019.73	7.577
3024.74	7.577
3029.76	7.576
3034.77	7.576
3039.79	7.576
3044.80	7.575
3049.82	7.575
3054.83	7.575
3059.84	7.575
3064.86	7.575
3069.87	7.575
3074.89	7.574
3079.90	7.574
3084.91	7.574
3089.92	7.574
3094.93	7.573
3099.95	7.573
3104.96	7.573
3109.97	7.573
3114.98	7.573
3119.99	7.573
3125.00	7.572
3130.02	7.572
3135.03	7.572
3140.04	7.572
3145.05	7.571
3150.06	7.571
3155.07	7.571
3160.09	7.571
3165.11	7.571
3170.12	7.571
3175.14	7.570
3180.15	7.570
3185.17	7.570
3190.18	7.570
3195.19	7.569
3200.21	7.569
3205.22	7.569
3210.23	7.569
3215.25	7.569
3220.26	7.568
3225.27	7.568
3230.29	7.568
3235.30	7.568
3240.31	7.568
3245.32	7.568
3250.33	7.567
3255.34	7.567
3260.36	7.567
3265.37	7.567
3270.38	7.566
3275.39	7.566
3280.41	7.566
3285.42	7.566
3290.44	7.566
3295.45	7.565
3300.47	7.565
3305.48	7.565
3310.49	7.565
3315.51	7.565
3320.52	7.564
3325.54	7.564
3330.55	7.564
3335.57	7.564
3340.58	7.563
3345.59	7.563
3350.60	7.563
3355.61	7.563
3360.63	7.563
3365.64	7.562
3370.65	7.562
3375.66	7.562
3380.67	7.562
3385.68	7.562
3390.70	7.561
3395.71	7.561
3400.72	7.561
